Amount(in rupees),Status,Transaction,Furnishing,facing,overlooking,Ownership,price_clean,area_sqft,floor_num,bathroom_num,balcony_num,car_parking_num,location_grouped,price_per_sqft
75 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,7500000.0,1400.0,5.0,3.0,1.0,0.0,ahmedabad,5357.142857142857
65 Lac ,Ready to Move,Resale,Semi-Furnished,,"Garden/Park, Pool, Main Road",,6500000.0,679.0,,2.0,0.0,0.0,ahmedabad,9572.901325478646
56 Lac ,Ready to Move,Resale,Furnished,,,,5600000.0,1500.0,14.0,2.0,0.0,0.0,ahmedabad,3733.3333333333335
5.45 Cr ,Ready to Move,New Property,Unfurnished,West,"Garden/Park, Pool",Freehold,54500000.0,3270.0,4.0,4.0,1.0,2.0,ahmedabad,16666.666666666668
39.5 Lac ,Ready to Move,Resale,Unfurnished,West,Main Road,Freehold,3950000.0,765.0,1.0,2.0,2.0,0.0,ahmedabad,5163.398692810458
85 Lac ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,8500000.0,1100.0,2.0,3.0,1.0,1.0,ahmedabad,7727.272727272727
1.41 Cr ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,14100000.0,2050.0,3.0,4.0,4.0,0.0,ahmedabad,6878.048780487805
98 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,9800000.0,1487.0,11.0,3.0,2.0,1.0,ahmedabad,6590.450571620713
90 Lac ,Ready to Move,Resale,Semi-Furnished,,,,9000000.0,1170.0,2.0,2.0,0.0,0.0,ahmedabad,7692.307692307692
24 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Co-operative Society,2400000.0,770.0,3.0,1.0,1.0,1.0,ahmedabad,3116.883116883117
1.50 Cr ,Ready to Move,Other,Semi-Furnished,,,,15000000.0,3105.0,10.0,4.0,0.0,0.0,ahmedabad,4830.917874396136
90 Lac ,Ready to Move,Resale,Semi-Furnished,,Main Road,Freehold,9000000.0,1350.0,8.0,2.0,2.0,0.0,ahmedabad,6666.666666666667
78 Lac ,Ready to Move,New Property,Unfurnished,North - East,"Garden/Park, Main Road",Freehold,7800000.0,1110.0,9.0,3.0,1.0,1.0,ahmedabad,7027.027027027027
1.11 Cr ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,11100000.000000002,1275.0,5.0,3.0,2.0,2.0,ahmedabad,8705.882352941178
42 Lac ,Ready to Move,Resale,Unfurnished,,,,4200000.0,1090.0,5.0,2.0,0.0,0.0,ahmedabad,3853.211009174312
38 Lac ,Ready to Move,New Property,Unfurnished,,,,3800000.0,1215.0,7.0,3.0,0.0,0.0,ahmedabad,3127.572016460905
40 Lac ,Ready to Move,New Property,Unfurnished,,,,4000000.0,1215.0,3.0,3.0,0.0,0.0,ahmedabad,3292.1810699588477
38 Lac ,Ready to Move,Resale,Unfurnished,,,,3800000.0,1125.0,1.0,2.0,0.0,0.0,ahmedabad,3377.777777777778
40 Lac ,Ready to Move,Resale,Unfurnished,,,,4000000.0,1115.0,7.0,2.0,0.0,0.0,ahmedabad,3587.4439461883408
66.6 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,6659999.999999999,859.0,1.0,3.0,1.0,1.0,ahmedabad,7753.201396973223
86 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,8600000.0,1729.0,5.0,3.0,3.0,1.0,ahmedabad,4973.973395026027
45 Lac ,Ready to Move,Resale,Semi-Furnished,North,,,4500000.0,855.0,3.0,1.0,1.0,0.0,ahmedabad,5263.1578947368425
24 Lac ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",,2400000.0,760.0,2.0,2.0,1.0,0.0,ahmedabad,3157.8947368421054
41 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,4100000.0,1278.0,3.0,3.0,2.0,0.0,ahmedabad,3208.137715179969
45 Lac ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,4500000.0,490.0,3.0,2.0,1.0,1.0,ahmedabad,9183.673469387755
87 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,8700000.0,1729.0,5.0,3.0,3.0,1.0,ahmedabad,5031.81029496819
55.5 Lac ,Ready to Move,Resale,Semi-Furnished,West,"Garden/Park, Main Road",Freehold,5550000.0,825.0,8.0,2.0,0.0,0.0,ahmedabad,6727.272727272727
35 Lac ,Ready to Move,New Property,Furnished,East,Main Road,Freehold,3500000.0,630.0,13.0,2.0,1.0,0.0,ahmedabad,5555.555555555556
90 Lac ,Ready to Move,Resale,Semi-Furnished,,,,9000000.0,1575.0,4.0,3.0,1.0,1.0,ahmedabad,5714.285714285715
65 Lac ,Ready to Move,Resale,Furnished,East,,Freehold,6500000.0,1008.0,5.0,2.0,3.0,1.0,ahmedabad,6448.412698412699
1.18 Cr ,Ready to Move,Resale,Furnished,,Garden/Park,Freehold,11800000.0,1580.0,10.0,4.0,2.0,2.0,ahmedabad,7468.354430379747
2.26 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool",Co-operative Society,22599999.999999996,1863.0,8.0,4.0,1.0,2.0,ahmedabad,12130.971551261404
48 Lac ,Ready to Move,Resale,Furnished,East,Garden/Park,,4800000.0,925.0,4.0,2.0,0.0,0.0,ahmedabad,5189.189189189189
3.30 Cr ,Ready to Move,Resale,Furnished,,,,33000000.0,5000.0,0.0,4.0,0.0,0.0,ahmedabad,6600.0
95 Lac ,Ready to Move,Resale,Furnished,West,"Garden/Park, Main Road",Freehold,9500000.0,1665.0,10.0,3.0,0.0,0.0,ahmedabad,5705.705705705705
49.8 Lac ,Ready to Move,Resale,Unfurnished,,,,4980000.0,621.0,6.0,2.0,1.0,0.0,ahmedabad,8019.323671497585
1.05 Cr ,Ready to Move,Resale,Unfurnished,,,,10500000.0,1242.0,5.0,2.0,0.0,0.0,ahmedabad,8454.106280193237
26 Lac ,Ready to Move,Resale,Unfurnished,,,,2600000.0,648.0,7.0,1.0,2.0,0.0,ahmedabad,4012.3456790123455
73 Lac ,Ready to Move,Resale,Unfurnished,West,Main Road,Freehold,7300000.0,1710.0,2.0,3.0,2.0,0.0,ahmedabad,4269.005847953216
71 Lac ,Ready to Move,Resale,Unfurnished,North,Garden/Park,Freehold,7100000.0,569.0,3.0,2.0,1.0,1.0,ahmedabad,12478.031634446397
61 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,6100000.0,1485.0,8.0,3.0,1.0,1.0,ahmedabad,4107.744107744108
2.02 Cr ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,20200000.0,1620.0,8.0,4.0,1.0,2.0,ahmedabad,12469.135802469136
2.93 Cr ,Ready to Move,Resale,Unfurnished,East,,Freehold,29300000.0,2600.0,15.0,5.0,1.0,3.0,ahmedabad,11269.23076923077
3.04 Cr ,Ready to Move,New Property,Unfurnished,East,"Pool, Garden/Park, Main Road",Freehold,30400000.0,2600.0,11.0,4.0,1.0,3.0,ahmedabad,11692.307692307691
70 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,7000000.0,1007.0,5.0,3.0,0.0,1.0,ahmedabad,6951.340615690169
53.5 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,5350000.0,675.0,11.0,2.0,1.0,1.0,ahmedabad,7925.925925925926
61 Lac ,Ready to Move,Resale,Unfurnished,,,,6100000.0,1450.0,7.0,3.0,0.0,0.0,ahmedabad,4206.896551724138
1.40 Cr ,Ready to Move,Resale,Unfurnished,,,,14000000.0,2304.0,2.0,3.0,0.0,0.0,ahmedabad,6076.388888888889
1.50 Cr ,Ready to Move,Resale,Semi-Furnished,East,"Pool, Garden/Park, Main Road",Freehold,15000000.0,1450.0,7.0,3.0,1.0,1.0,ahmedabad,10344.827586206897
7 Lac ,Ready to Move,Resale,Unfurnished,,,,700000.0,181.0,4.0,3.0,0.0,0.0,ahmedabad,3867.403314917127
4 Cr ,Ready to Move,Resale,Unfurnished,,,,40000000.0,4700.0,3.0,5.0,0.0,0.0,ahmedabad,8510.63829787234
4.27 Cr ,Ready to Move,New Property,Unfurnished,,,,42699999.99999999,4750.0,4.0,4.0,0.0,0.0,ahmedabad,8989.473684210525
78 Lac ,Ready to Move,Resale,Furnished,,,,7800000.0,2250.0,0.0,2.0,0.0,0.0,ahmedabad,3466.6666666666665
1.08 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool",Co-operative Society,10800000.0,1398.0,12.0,3.0,3.0,0.0,ahmedabad,7725.321888412017
26.5 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Co-operative Society,2650000.0,792.0,4.0,2.0,1.0,1.0,ahmedabad,3345.959595959596
32 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Co-operative Society,3200000.0,792.0,2.0,2.0,1.0,1.0,ahmedabad,4040.40404040404
64 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,6400000.0,1080.0,2.0,3.0,2.0,0.0,ahmedabad,5925.925925925926
1.20 Cr ,Ready to Move,Resale,Unfurnished,South,"Garden/Park, Pool",Freehold,12000000.0,1350.0,8.0,3.0,3.0,1.0,ahmedabad,8888.888888888889
65 Lac ,Ready to Move,Resale,Semi-Furnished,North,Main Road,Freehold,6500000.0,1395.0,4.0,3.0,1.0,1.0,ahmedabad,4659.4982078853045
85 Lac ,Ready to Move,Resale,Furnished,South,"Garden/Park, Pool, Main Road",Freehold,8500000.0,1665.0,2.0,3.0,2.0,0.0,ahmedabad,5105.105105105105
1.15 Cr ,Ready to Move,New Property,Unfurnished,,,,11500000.0,1845.0,2.0,3.0,0.0,0.0,ahmedabad,6233.0623306233065
1.25 Cr ,Ready to Move,New Property,Unfurnished,,,,12500000.0,1800.0,2.0,3.0,0.0,0.0,ahmedabad,6944.444444444444
84.3 Lac ,Ready to Move,New Property,Unfurnished,,,,8430000.0,2034.0,4.0,3.0,0.0,0.0,ahmedabad,4144.542772861357
85 Lac ,Ready to Move,New Property,Semi-Furnished,,,,8500000.0,2037.0,4.0,3.0,0.0,0.0,ahmedabad,4172.803141875307
1.40 Cr ,Ready to Move,Resale,Semi-Furnished,,,,14000000.0,2340.0,2.0,4.0,0.0,0.0,ahmedabad,5982.9059829059825
1.30 Cr ,Ready to Move,Resale,Furnished,,,,13000000.0,800.0,8.0,2.0,0.0,0.0,ahmedabad,16250.0
1.45 Cr ,Ready to Move,Resale,Semi-Furnished,,,,14500000.0,1950.0,4.0,3.0,0.0,0.0,ahmedabad,7435.897435897436
67 Lac ,Ready to Move,Resale,Furnished,,,,6700000.0,1350.0,3.0,2.0,0.0,0.0,ahmedabad,4962.962962962963
1.40 Cr ,Ready to Move,Resale,Furnished,,,,14000000.0,2970.0,3.0,4.0,0.0,0.0,ahmedabad,4713.804713804714
1.50 Cr ,Ready to Move,Resale,Furnished,,,,15000000.0,2070.0,5.0,4.0,0.0,0.0,ahmedabad,7246.376811594203
1.50 Cr ,Ready to Move,Resale,Furnished,,,,15000000.0,2970.0,3.0,4.0,0.0,0.0,ahmedabad,5050.50505050505
1.30 Cr ,Ready to Move,Resale,Furnished,North,,,13000000.0,1850.0,1.0,3.0,4.0,0.0,ahmedabad,7027.027027027027
85 Lac ,Ready to Move,New Property,Unfurnished,,,,8500000.0,1845.0,,3.0,0.0,0.0,ahmedabad,4607.046070460705
64 Lac ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,6400000.0,895.0,9.0,2.0,1.0,1.0,ahmedabad,7150.8379888268155
80 Lac ,Ready to Move,Resale,Unfurnished,,,,8000000.0,400.0,5.0,1.0,0.0,0.0,ahmedabad,20000.0
1 Cr ,Ready to Move,Resale,Unfurnished,,,,10000000.0,1863.0,1.0,3.0,0.0,0.0,ahmedabad,5367.686527106817
86 Lac ,Ready to Move,Resale,Furnished,South -West,Main Road,Freehold,8600000.0,2070.0,3.0,3.0,1.0,1.0,ahmedabad,4154.589371980676
39 Lac ,Ready to Move,Resale,Unfurnished,,,,3900000.0,1242.0,6.0,2.0,0.0,0.0,ahmedabad,3140.096618357488
48 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4800000.0,1215.0,3.0,2.0,0.0,0.0,ahmedabad,3950.617283950617
50 Lac ,Ready to Move,Resale,Unfurnished,,,,5000000.0,1179.0,5.0,2.0,0.0,0.0,ahmedabad,4240.882103477524
38 Lac ,Ready to Move,Resale,Unfurnished,,,,3800000.0,608.0,5.0,2.0,0.0,0.0,ahmedabad,6250.0
90 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,9000000.0,1276.0,3.0,3.0,2.0,0.0,ahmedabad,7053.2915360501565
44 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,4400000.0,715.0,5.0,2.0,2.0,1.0,ahmedabad,6153.846153846154
66 Lac ,Ready to Move,New Property,Unfurnished,,,,6600000.0,1530.0,10.0,3.0,0.0,0.0,ahmedabad,4313.725490196079
70 Lac ,Ready to Move,Resale,Unfurnished,,,,7000000.0,1530.0,7.0,3.0,0.0,0.0,ahmedabad,4575.16339869281
71 Lac ,Ready to Move,Resale,Unfurnished,,,,7100000.0,1530.0,7.0,3.0,0.0,0.0,ahmedabad,4640.522875816993
1.05 Cr ,Ready to Move,Resale,Furnished,,,,10500000.0,2025.0,3.0,3.0,0.0,0.0,ahmedabad,5185.185185185185
1.11 Cr ,Ready to Move,Resale,Unfurnished,,,,11100000.000000002,2025.0,1.0,3.0,0.0,0.0,ahmedabad,5481.481481481483
1.11 Cr ,Ready to Move,Resale,Furnished,,,,11100000.000000002,2025.0,4.0,3.0,0.0,0.0,ahmedabad,5481.481481481483
56 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,5600000.0,990.0,2.0,2.0,2.0,0.0,ahmedabad,5656.565656565656
77 Lac ,Ready to Move,Resale,Unfurnished,North,Garden/Park,Freehold,7700000.0,1240.0,3.0,3.0,1.0,1.0,ahmedabad,6209.677419354839
59 Lac ,Ready to Move,Resale,Unfurnished,,,,5900000.0,1260.0,2.0,2.0,0.0,0.0,ahmedabad,4682.539682539683
54 Lac ,Ready to Move,Resale,Semi-Furnished,East,Garden/Park,Freehold,5400000.0,800.0,9.0,2.0,1.0,1.0,ahmedabad,6750.0
1.25 Cr ,Ready to Move,Resale,Furnished,North - East,,Freehold,12500000.0,1248.0,3.0,3.0,1.0,1.0,ahmedabad,10016.02564102564
51 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5100000.0,877.0,4.0,2.0,1.0,1.0,ahmedabad,5815.279361459521
1.85 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,18500000.0,1400.0,2.0,4.0,1.0,1.0,ahmedabad,13214.285714285714
20 Lac ,Ready to Move,Resale,Unfurnished,,,,2000000.0,300.0,2.0,1.0,0.0,0.0,ahmedabad,6666.666666666667
35 Lac ,Ready to Move,Resale,Unfurnished,North - West,"Garden/Park, Main Road",Freehold,3500000.0,294.0,2.0,2.0,3.0,0.0,ahmedabad,11904.761904761905
3.10 Cr ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,31000000.0,2050.0,5.0,4.0,1.0,2.0,ahmedabad,15121.951219512195
42 Lac ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,4200000.0,850.0,5.0,2.0,1.0,0.0,ahmedabad,4941.176470588235
7 Cr ,Ready to Move,New Property,Unfurnished,,,,70000000.0,7000.0,5.0,4.0,0.0,0.0,ahmedabad,10000.0
70 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,7000000.0,1530.0,2.0,3.0,2.0,0.0,ahmedabad,4575.16339869281
51 Lac ,Ready to Move,Resale,Semi-Furnished,,,,5100000.0,1000.0,4.0,2.0,3.0,3.0,ahmedabad,5100.0
50 Lac ,Ready to Move,Resale,Unfurnished,South -West,,,5000000.0,702.0,10.0,2.0,1.0,0.0,ahmedabad,7122.507122507122
1.45 Cr ,Ready to Move,New Property,Furnished,North - West,"Main Road, Garden/Park",Freehold,14500000.0,1410.0,6.0,3.0,3.0,0.0,ahmedabad,10283.687943262412
1.01 Cr ,Ready to Move,New Property,Unfurnished,,,,10100000.0,1728.0,,3.0,0.0,2.0,ahmedabad,5844.907407407408
1.28 Cr ,Ready to Move,New Property,Unfurnished,,,,12800000.0,2196.0,,3.0,0.0,2.0,ahmedabad,5828.779599271403
1.38 Cr ,Ready to Move,New Property,Unfurnished,,,,13799999.999999998,2376.0,,4.0,0.0,2.0,ahmedabad,5808.080808080807
37 Lac ,Ready to Move,Resale,Semi-Furnished,,,,3700000.0,1125.0,5.0,2.0,2.0,0.0,ahmedabad,3288.8888888888887
35.5 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,3550000.0,1080.0,2.0,2.0,2.0,0.0,ahmedabad,3287.037037037037
43 Lac ,Ready to Move,Resale,Furnished,,Garden/Park,Freehold,4300000.0,765.0,1.0,2.0,2.0,0.0,ahmedabad,5620.915032679739
3.20 Cr ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,32000000.0,2350.0,11.0,4.0,1.0,2.0,ahmedabad,13617.021276595744
1.25 Cr ,Ready to Move,Resale,Semi-Furnished,North,Main Road,Freehold,12500000.0,1230.0,1.0,3.0,3.0,1.0,ahmedabad,10162.60162601626
98.6 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,9860000.0,1971.0,7.0,3.0,1.0,1.0,ahmedabad,5002.5367833587015
19 Lac ,Ready to Move,Resale,Semi-Furnished,,,,1900000.0,372.0,2.0,1.0,1.0,0.0,ahmedabad,5107.5268817204305
95 Lac ,Ready to Move,Resale,Semi-Furnished,North,Garden/Park,,9500000.0,2880.0,14.0,3.0,2.0,0.0,ahmedabad,3298.6111111111113
1.65 Cr ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,16500000.0,1863.0,11.0,4.0,1.0,2.0,ahmedabad,8856.682769726249
40 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4000000.0,505.0,6.0,2.0,0.0,0.0,ahmedabad,7920.792079207921
36 Lac ,Ready to Move,Resale,Unfurnished,,,,3600000.0,1200.0,4.0,2.0,0.0,0.0,ahmedabad,3000.0
30 Lac ,Ready to Move,Resale,Unfurnished,,,,3000000.0,592.02,2.0,1.0,2.0,0.0,ahmedabad,5067.396371744198
55 Lac ,Ready to Move,Resale,Semi-Furnished,,,,5500000.0,687.0,5.0,2.0,1.0,0.0,ahmedabad,8005.822416302765
75 Lac ,Ready to Move,Resale,Furnished,North - West,"Garden/Park, Pool, Main Road",Freehold,7500000.0,713.0,11.0,2.0,1.0,1.0,ahmedabad,10518.934081346424
51 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5100000.0,758.0,4.0,2.0,0.0,1.0,ahmedabad,6728.232189973614
2.25 Cr ,Ready to Move,Resale,Furnished,North,,Freehold,22500000.0,1935.0,3.0,3.0,1.0,2.0,ahmedabad,11627.906976744185
1.26 Cr ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,12600000.0,2013.0,3.0,3.0,0.0,2.0,ahmedabad,6259.314456035768
95 Lac ,Ready to Move,Resale,Furnished,,,,9500000.0,2250.0,3.0,3.0,0.0,0.0,ahmedabad,4222.222222222223
75 Lac ,Ready to Move,Resale,Furnished,North - East,"Garden/Park, Main Road",Freehold,7500000.0,1080.0,1.0,3.0,1.0,0.0,ahmedabad,6944.444444444444
40 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4000000.0,995.0,2.0,2.0,0.0,2.0,ahmedabad,4020.100502512563
1.60 Cr ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,16000000.0,1900.0,1.0,3.0,1.0,1.0,ahmedabad,8421.052631578947
1.40 Cr ,Ready to Move,Resale,Unfurnished,,,,14000000.0,2850.0,1.0,3.0,0.0,0.0,ahmedabad,4912.2807017543855
1.35 Cr ,Ready to Move,Resale,Furnished,East,,,13500000.0,2466.0,7.0,3.0,1.0,2.0,ahmedabad,5474.4525547445255
3.13 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,31300000.0,2600.0,1.0,4.0,1.0,2.0,ahmedabad,12038.461538461539
65 Lac ,Ready to Move,Resale,Furnished,,,,6500000.0,1215.0,5.0,2.0,0.0,0.0,ahmedabad,5349.794238683127
46 Lac ,Ready to Move,Resale,Unfurnished,,,,4600000.0,1265.0,6.0,2.0,0.0,0.0,ahmedabad,3636.3636363636365
46 Lac ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,4600000.0,700.0,3.0,2.0,1.0,1.0,ahmedabad,6571.428571428572
47 Lac ,Ready to Move,New Property,Unfurnished,,,,4700000.0,1233.0,7.0,2.0,0.0,0.0,ahmedabad,3811.8410381184103
47 Lac ,Ready to Move,New Property,Semi-Furnished,,,,4700000.0,1233.0,7.0,2.0,0.0,0.0,ahmedabad,3811.8410381184103
66 Lac ,Ready to Move,New Property,Unfurnished,,,,6600000.0,1620.0,8.0,2.0,0.0,0.0,ahmedabad,4074.074074074074
1.17 Cr ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,11700000.0,1168.0,1.0,3.0,3.0,0.0,ahmedabad,10017.123287671233
23 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Co-operative Society,2300000.0,600.0,3.0,1.0,1.0,1.0,ahmedabad,3833.3333333333335
70 Lac ,Ready to Move,Resale,Unfurnished,,,,7000000.0,1290.0,5.0,2.0,0.0,0.0,ahmedabad,5426.356589147287
49.8 Lac ,Ready to Move,Resale,Furnished,,,Freehold,4980000.0,621.0,6.0,2.0,1.0,1.0,ahmedabad,8019.323671497585
50 Lac ,Ready to Move,Resale,,,,,5000000.0,950.0,,2.0,0.0,0.0,ahmedabad,5263.1578947368425
2.65 Cr ,Ready to Move,New Property,Furnished,East,"Garden/Park, Main Road",Freehold,26500000.0,1989.0,5.0,4.0,2.0,0.0,ahmedabad,13323.278029160381
45 Lac ,Ready to Move,Resale,Semi-Furnished,West,Main Road,Co-operative Society,4500000.0,990.0,2.0,2.0,0.0,2.0,ahmedabad,4545.454545454545
40 Lac ,Ready to Move,Resale,Unfurnished,,,,4000000.0,1179.0,5.0,2.0,0.0,0.0,ahmedabad,3392.705682782019
1.35 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Co-operative Society,13500000.0,2120.0,1.0,3.0,2.0,0.0,ahmedabad,6367.924528301887
36 Lac ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,3600000.0,721.0,5.0,1.0,1.0,1.0,ahmedabad,4993.065187239945
33.5 Lac ,Ready to Move,Resale,Unfurnished,North - West,,Freehold,3350000.0,1062.0,3.0,2.0,1.0,0.0,ahmedabad,3154.4256120527307
2.42 Cr ,Ready to Move,Resale,Unfurnished,North - East,"Garden/Park, Main Road",Freehold,24200000.0,3080.0,4.0,4.0,3.0,3.0,ahmedabad,7857.142857142857
70 Lac ,Ready to Move,Resale,Semi-Furnished,,,,7000000.0,1350.0,3.0,3.0,0.0,0.0,ahmedabad,5185.185185185185
78 Lac ,Ready to Move,Resale,Furnished,,,,7800000.0,1305.0,3.0,3.0,0.0,0.0,ahmedabad,5977.0114942528735
58 Lac ,Ready to Move,Resale,Furnished,,,,5800000.0,1215.0,3.0,2.0,0.0,0.0,ahmedabad,4773.6625514403295
3 Cr ,Ready to Move,Resale,Unfurnished,East,,Freehold,30000000.0,3220.0,3.0,4.0,3.0,2.0,ahmedabad,9316.770186335403
1.80 Cr ,Ready to Move,New Property,Semi-Furnished,East,Main Road,Freehold,18000000.0,2072.0,7.0,3.0,2.0,0.0,ahmedabad,8687.258687258687
1.45 Cr ,Ready to Move,New Property,Furnished,East,Garden/Park,Co-operative Society,14500000.0,1136.0,3.0,3.0,2.0,0.0,ahmedabad,12764.084507042253
11 Cr ,Ready to Move,Resale,Furnished,East,Main Road,Co-operative Society,110000000.0,6500.0,12.0,4.0,2.0,0.0,ahmedabad,16923.076923076922
75 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,7500000.0,630.0,,2.0,1.0,0.0,ahmedabad,11904.761904761905
25 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Co-operative Society,2500000.0,774.0,3.0,1.0,1.0,1.0,ahmedabad,3229.9741602067184
57 Lac ,Ready to Move,Resale,Semi-Furnished,West,Main Road,Freehold,5700000.0,783.0,5.0,2.0,1.0,1.0,ahmedabad,7279.693486590038
92 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,9200000.0,1071.0,4.0,3.0,3.0,1.0,ahmedabad,8590.102707749767
72 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,7200000.0,933.0,5.0,3.0,1.0,1.0,ahmedabad,7717.041800643086
85 Lac ,Ready to Move,Resale,Unfurnished,,Garden/Park,,8500000.0,1647.0,2.0,3.0,3.0,0.0,ahmedabad,5160.898603521554
3.17 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,31700000.0,3967.0,4.0,5.0,1.0,2.0,ahmedabad,7990.92513234182
3.65 Cr ,Ready to Move,New Property,Unfurnished,North,Garden/Park,Freehold,36500000.0,4300.0,2.0,4.0,1.0,4.0,ahmedabad,8488.372093023256
85 Lac ,Ready to Move,Resale,Unfurnished,,,,8500000.0,800.0,2.0,2.0,1.0,0.0,ahmedabad,10625.0
1.95 Cr ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,19500000.0,2200.0,7.0,4.0,2.0,1.0,ahmedabad,8863.636363636364
5.25 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,52500000.0,5900.0,5.0,5.0,2.0,4.0,ahmedabad,8898.305084745763
85 Lac ,Ready to Move,Resale,Unfurnished,,"Garden/Park, Pool, Main Road",,8500000.0,1500.0,,2.0,2.0,0.0,ahmedabad,5666.666666666667
36 Lac ,Ready to Move,Resale,Unfurnished,,,,3600000.0,1150.0,1.0,2.0,0.0,0.0,ahmedabad,3130.4347826086955
36 Lac ,Ready to Move,Resale,Semi-Furnished,,,,3600000.0,1150.0,1.0,2.0,0.0,0.0,ahmedabad,3130.4347826086955
4.2 Lac ,Ready to Move,Resale,Semi-Furnished,,,,420000.0,130.0,1.0,2.0,0.0,0.0,ahmedabad,3230.769230769231
1.05 Cr ,Ready to Move,Resale,Unfurnished,,,,10500000.0,1917.0,6.0,3.0,0.0,0.0,ahmedabad,5477.308294209703
74 Lac ,Ready to Move,New Property,Unfurnished,,,,7400000.0,1773.0,5.0,3.0,0.0,0.0,ahmedabad,4173.716864072194
1.05 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,10500000.0,970.0,2.0,3.0,1.0,2.0,ahmedabad,10824.742268041236
38 Lac ,Ready to Move,New Property,Furnished,,Main Road,,3800000.0,200.0,5.0,2.0,2.0,0.0,ahmedabad,19000.0
48 Lac ,Ready to Move,Resale,,,,,4800000.0,1350.0,0.0,2.0,0.0,0.0,ahmedabad,3555.5555555555557
1.05 Cr ,Ready to Move,Resale,,,,,10500000.0,1836.0,4.0,3.0,0.0,0.0,ahmedabad,5718.954248366013
35 Lac ,Ready to Move,Resale,Unfurnished,,,,3500000.0,1035.0,2.0,2.0,0.0,0.0,ahmedabad,3381.6425120772947
